state,date,sex,ethnicity,abs
Perak,01/01/2007,female,overall,6477
Perak,01/01/2007,male,overall,8436
Perak,01/01/2008,female,overall,6619
Perak,01/01/2008,male,overall,8776
Perak,01/01/2009,female,overall,6782
Perak,01/01/2009,male,overall,8959
Perak,01/01/2010,female,overall,6609
Perak,01/01/2010,male,overall,8831
Perak,01/01/2011,female,overall,6970
Perak,01/01/2011,male,overall,9042
Perak,01/01/2012,female,overall,7080
Perak,01/01/2012,male,overall,9315
Perak,01/01/2013,female,overall,7092
Perak,01/01/2013,male,overall,9294
Perak,01/01/2014,female,overall,7464
Perak,01/01/2014,male,overall,9461
Perak,01/01/2015,female,overall,7400
Perak,01/01/2015,male,overall,9759
Perak,01/01/2016,female,overall,7707
Perak,01/01/2016,male,overall,10113
Perak,01/01/2017,female,overall,7627
Perak,01/01/2017,male,overall,10420
Perak,01/01/2018,female,overall,8018
Perak,01/01/2018,male,overall,10582
Perak,01/01/2019,female,overall,8169
Perak,01/01/2019,male,overall,10571
Perak,01/01/2020,female,overall,7773
Perak,01/01/2020,male,overall,10173
Perak,01/01/2021,female,overall,9281
Perak,01/01/2021,male,overall,12022
Perak,01/01/2022,female,overall,9700
Perak,01/01/2022,male,overall,12641
Perak,01/01/2023,female,overall,9104
Perak,01/01/2023,male,overall,11735
Perlis,01/01/2000,female,overall,569
Perlis,01/01/2000,male,overall,738
Perlis,01/01/2001,female,overall,570
Perlis,01/01/2001,male,overall,765
Perlis,01/01/2002,female,overall,643
Perlis,01/01/2002,male,overall,735
Perlis,01/01/2003,female,overall,609
Perlis,01/01/2003,male,overall,807
Perlis,01/01/2004,female,overall,654
Perlis,01/01/2004,male,overall,772
Perlis,01/01/2005,female,overall,626
Perlis,01/01/2005,male,overall,826
Perlis,01/01/2006,female,overall,639
Perlis,01/01/2006,male,overall,823
Perlis,01/01/2007,female,overall,680
Perlis,01/01/2007,male,overall,811
Perlis,01/01/2008,female,overall,680
Perlis,01/01/2008,male,overall,938
Perlis,01/01/2009,female,overall,680
Perlis,01/01/2009,male,overall,900
Perlis,01/01/2010,female,overall,729
Perlis,01/01/2010,male,overall,954
Perlis,01/01/2011,female,overall,732
Perlis,01/01/2011,male,overall,905
Perlis,01/01/2012,female,overall,778
Perlis,01/01/2012,male,overall,877
Perlis,01/01/2013,female,overall,793
Perlis,01/01/2013,male,overall,948
Perlis,01/01/2014,female,overall,759
Perlis,01/01/2014,male,overall,912
Perlis,01/01/2015,female,overall,809
Perlis,01/01/2015,male,overall,958
Perlis,01/01/2016,female,overall,861
Perlis,01/01/2016,male,overall,1023
Perlis,01/01/2017,female,overall,904
Perlis,01/01/2017,male,overall,1100
Perlis,01/01/2018,female,overall,904
Perlis,01/01/2018,male,overall,1138
Perlis,01/01/2019,female,overall,871
Perlis,01/01/2019,male,overall,1125
Perlis,01/01/2020,female,overall,877
Perlis,01/01/2020,male,overall,1073
Perlis,01/01/2021,female,overall,990
Perlis,01/01/2021,male,overall,1244
Perlis,01/01/2022,female,overall,1074
Perlis,01/01/2022,male,overall,1348
Perlis,01/01/2023,female,overall,992
Perlis,01/01/2023,male,overall,1179
Penang,01/01/2000,female,overall,3103
Penang,01/01/2000,male,overall,3934
Penang,01/01/2001,female,overall,3207
Penang,01/01/2001,male,overall,3955
Penang,01/01/2002,female,overall,3450
Penang,01/01/2002,male,overall,4253
Penang,01/01/2003,female,overall,3469
Penang,01/01/2003,male,overall,4312
Penang,01/01/2004,female,overall,3451
Penang,01/01/2004,male,overall,4362
Penang,01/01/2005,female,overall,3487
Penang,01/01/2005,male,overall,4382
Penang,01/01/2006,female,overall,3595
Penang,01/01/2006,male,overall,4323
Penang,01/01/2007,female,overall,3622
Penang,01/01/2007,male,overall,4694
Penang,01/01/2008,female,overall,3769
Penang,01/01/2008,male,overall,4702
Penang,01/01/2009,female,overall,3800
Penang,01/01/2009,male,overall,4899
Penang,01/01/2010,female,overall,4059
Penang,01/01/2010,male,overall,5004
Penang,01/01/2011,female,overall,3960
Penang,01/01/2011,male,overall,5147
Penang,01/01/2012,female,overall,4055
Penang,01/01/2012,male,overall,5078
Penang,01/01/2013,female,overall,4159
Penang,01/01/2013,male,overall,5379
Penang,01/01/2014,female,overall,4206
Penang,01/01/2014,male,overall,5472
Penang,01/01/2015,female,overall,4443
Penang,01/01/2015,male,overall,5783
Penang,01/01/2016,female,overall,4566
Penang,01/01/2016,male,overall,6163
Penang,01/01/2017,female,overall,4743
Penang,01/01/2017,male,overall,5984
Penang,01/01/2018,female,overall,4938
Penang,01/01/2018,male,overall,6271
Penang,01/01/2019,female,overall,4787
Penang,01/01/2019,male,overall,6109
Penang,01/01/2020,female,overall,4666
Penang,01/01/2020,male,overall,6035
Penang,01/01/2021,female,overall,6197
Penang,01/01/2021,male,overall,7781
Penang,01/01/2022,female,overall,5582
Penang,01/01/2022,male,overall,7338
Penang,01/01/2023,female,overall,5453
Penang,01/01/2023,male,overall,6851
Sabah,01/01/2000,female,overall,1999
Sabah,01/01/2000,male,overall,3204
Sabah,01/01/2001,female,overall,2128
Sabah,01/01/2001,male,overall,3309
Sabah,01/01/2002,female,overall,2315
Sabah,01/01/2002,male,overall,3549
Sabah,01/01/2003,female,overall,2474
Sabah,01/01/2003,male,overall,3587
Sabah,01/01/2004,female,overall,2564
Sabah,01/01/2004,male,overall,3764
Sabah,01/01/2005,female,overall,2620
Sabah,01/01/2005,male,overall,3943
Sabah,01/01/2006,female,overall,2697
Sabah,01/01/2006,male,overall,4005
Sabah,01/01/2007,female,overall,2837
Sabah,01/01/2007,male,overall,4142
Sabah,01/01/2008,female,overall,2948
Sabah,01/01/2008,male,overall,4446
Sabah,01/01/2009,female,overall,3009
Sabah,01/01/2009,male,overall,4556
Sabah,01/01/2010,female,overall,3048
Sabah,01/01/2010,male,overall,4574
Sabah,01/01/2011,female,overall,3246
Sabah,01/01/2011,male,overall,4849
Sabah,01/01/2012,female,overall,3287
Sabah,01/01/2012,male,overall,4779
Sabah,01/01/2013,female,overall,3417
Sabah,01/01/2013,male,overall,4836
Sabah,01/01/2014,female,overall,5013
Sabah,01/01/2014,male,overall,7175
Sabah,01/01/2015,female,overall,5146
Sabah,01/01/2015,male,overall,7365
Sabah,01/01/2016,female,overall,5279
Sabah,01/01/2016,male,overall,7555
Sabah,01/01/2017,female,overall,5790
Sabah,01/01/2017,male,overall,7929
Sabah,01/01/2018,female,overall,5770
Sabah,01/01/2018,male,overall,8170
Sabah,01/01/2019,female,overall,6153
Sabah,01/01/2019,male,overall,8560
Sabah,01/01/2020,female,overall,6050
Sabah,01/01/2020,male,overall,8818
Sabah,01/01/2021,female,overall,8082
Sabah,01/01/2021,male,overall,10791
Sabah,01/01/2022,female,overall,7311
Sabah,01/01/2022,male,overall,10084
Sabah,01/01/2023,female,overall,6930
Sabah,01/01/2023,male,overall,9680
Sarawak,01/01/2000,female,overall,3619
Sarawak,01/01/2000,male,overall,4894
Sarawak,01/01/2001,female,overall,3778
Sarawak,01/01/2001,male,overall,5115
Sarawak,01/01/2002,female,overall,3740
Sarawak,01/01/2002,male,overall,5078
Sarawak,01/01/2003,female,overall,3956
Sarawak,01/01/2003,male,overall,5331
Sarawak,01/01/2004,female,overall,3979
Sarawak,01/01/2004,male,overall,5527
Sarawak,01/01/2005,female,overall,4087
Sarawak,01/01/2005,male,overall,5466
Sarawak,01/01/2006,female,overall,4383
Sarawak,01/01/2006,male,overall,5579
Sarawak,01/01/2007,female,overall,4378
Sarawak,01/01/2007,male,overall,5642
Sarawak,01/01/2008,female,overall,4539
Sarawak,01/01/2008,male,overall,5939
Sarawak,01/01/2009,female,overall,4889
Sarawak,01/01/2009,male,overall,6351
Sarawak,01/01/2010,female,overall,4445
Sarawak,01/01/2010,male,overall,5951
Sarawak,01/01/2011,female,overall,4804
Sarawak,01/01/2011,male,overall,6314
Sarawak,01/01/2012,female,overall,4827
Sarawak,01/01/2012,male,overall,6419
Sarawak,01/01/2013,female,overall,4804
Sarawak,01/01/2013,male,overall,6427
Sarawak,01/01/2014,female,overall,4988
Sarawak,01/01/2014,male,overall,6698
Sarawak,01/01/2015,female,overall,5298
Sarawak,01/01/2015,male,overall,6902
Sarawak,01/01/2016,female,overall,5390
Sarawak,01/01/2016,male,overall,7218
Sarawak,01/01/2017,female,overall,5553
Sarawak,01/01/2017,male,overall,7564
Sarawak,01/01/2018,female,overall,5966
Sarawak,01/01/2018,male,overall,7862
Sarawak,01/01/2019,female,overall,6117
Sarawak,01/01/2019,male,overall,7908
Sarawak,01/01/2020,female,overall,5887
Sarawak,01/01/2020,male,overall,8227
Sarawak,01/01/2021,female,overall,7387
Sarawak,01/01/2021,male,overall,10209
Sarawak,01/01/2022,female,overall,7061
Sarawak,01/01/2022,male,overall,9566
Sarawak,01/01/2023,female,overall,6947
Sarawak,01/01/2023,male,overall,9211
Selangor,01/01/2000,female,overall,5246
Selangor,01/01/2000,male,overall,7460
Selangor,01/01/2001,female,overall,5543
Selangor,01/01/2001,male,overall,7825
Selangor,01/01/2002,female,overall,5814
Selangor,01/01/2002,male,overall,8108
Selangor,01/01/2003,female,overall,5863
Selangor,01/01/2003,male,overall,8432
Selangor,01/01/2004,female,overall,6050
Selangor,01/01/2004,male,overall,8566
Selangor,01/01/2005,female,overall,6507
Selangor,01/01/2005,male,overall,8864
Selangor,01/01/2006,female,overall,6466
Selangor,01/01/2006,male,overall,9229
Selangor,01/01/2007,female,overall,6602
Selangor,01/01/2007,male,overall,9301
Selangor,01/01/2008,female,overall,7379
Selangor,01/01/2008,male,overall,10270
Selangor,01/01/2009,female,overall,7736
Selangor,01/01/2009,male,overall,10637
Selangor,01/01/2010,female,overall,7765
Selangor,01/01/2010,male,overall,10793
Selangor,01/01/2011,female,overall,8087
Selangor,01/01/2011,male,overall,11265
Selangor,01/01/2012,female,overall,8834
Selangor,01/01/2012,male,overall,12186
Selangor,01/01/2013,female,overall,9066
Selangor,01/01/2013,male,overall,12611
Selangor,01/01/2014,female,overall,9575
Selangor,01/01/2014,male,overall,13072
Selangor,01/01/2015,female,overall,10115
Selangor,01/01/2015,male,overall,13689
Selangor,01/01/2016,female,overall,10640
Selangor,01/01/2016,male,overall,14948
Selangor,01/01/2017,female,overall,11316
Selangor,01/01/2017,male,overall,15417
Selangor,01/01/2018,female,overall,11558
Selangor,01/01/2018,male,overall,15829
Selangor,01/01/2019,female,overall,11593
Selangor,01/01/2019,male,overall,16193
Selangor,01/01/2020,female,overall,10549
Selangor,01/01/2020,male,overall,14856
Selangor,01/01/2021,female,overall,17520
Selangor,01/01/2021,male,overall,24531
Selangor,01/01/2022,female,overall,13838
Selangor,01/01/2022,male,overall,19023
Selangor,01/01/2023,female,overall,13617
Selangor,01/01/2023,male,overall,19029
Terengganu,01/01/2000,female,overall,1963
Terengganu,01/01/2000,male,overall,2607
Terengganu,01/01/2001,female,overall,2024
Terengganu,01/01/2001,male,overall,2842
Terengganu,01/01/2002,female,overall,2244
Terengganu,01/01/2002,male,overall,2807
Terengganu,01/01/2003,female,overall,2224
Terengganu,01/01/2003,male,overall,3122
Terengganu,01/01/2004,female,overall,2212
Terengganu,01/01/2004,male,overall,3032
Terengganu,01/01/2005,female,overall,2364
Terengganu,01/01/2005,male,overall,3004
Terengganu,01/01/2006,female,overall,2278
Terengganu,01/01/2006,male,overall,3129
Terengganu,01/01/2007,female,overall,2328
Terengganu,01/01/2007,male,overall,3235
Terengganu,01/01/2008,female,overall,2491
Terengganu,01/01/2008,male,overall,3283
Terengganu,01/01/2009,female,overall,2487
Terengganu,01/01/2009,male,overall,3491
Terengganu,01/01/2010,female,overall,2436
Terengganu,01/01/2010,male,overall,3428
Terengganu,01/01/2011,female,overall,2691
Terengganu,01/01/2011,male,overall,3518
Terengganu,01/01/2012,female,overall,2585
Terengganu,01/01/2012,male,overall,3592
Terengganu,01/01/2013,female,overall,2685
Terengganu,01/01/2013,male,overall,3739
Terengganu,01/01/2014,female,overall,2862
Terengganu,01/01/2014,male,overall,3598
Terengganu,01/01/2015,female,overall,2865
Terengganu,01/01/2015,male,overall,3850
Terengganu,01/01/2016,female,overall,2898
Terengganu,01/01/2016,male,overall,3945
Terengganu,01/01/2017,female,overall,3018
Terengganu,01/01/2017,male,overall,4030
Terengganu,01/01/2018,female,overall,3047
Terengganu,01/01/2018,male,overall,4052
Terengganu,01/01/2019,female,overall,3134
Terengganu,01/01/2019,male,overall,4207
Terengganu,01/01/2020,female,overall,2855
Terengganu,01/01/2020,male,overall,3881
Terengganu,01/01/2021,female,overall,3824
Terengganu,01/01/2021,male,overall,4645
Terengganu,01/01/2022,female,overall,3924
Terengganu,01/01/2022,male,overall,4762
Terengganu,01/01/2023,female,overall,3416
Terengganu,01/01/2023,male,overall,4441
Kuala Lumpur,01/01/2000,female,overall,2323
Kuala Lumpur,01/01/2000,male,overall,3169
Kuala Lumpur,01/01/2001,female,overall,2417
Kuala Lumpur,01/01/2001,male,overall,3329
Kuala Lumpur,01/01/2002,female,overall,2539
Kuala Lumpur,01/01/2002,male,overall,3519
Kuala Lumpur,01/01/2003,female,overall,2522
Kuala Lumpur,01/01/2003,male,overall,3366
Kuala Lumpur,01/01/2004,female,overall,2421
Kuala Lumpur,01/01/2004,male,overall,3329
Kuala Lumpur,01/01/2005,female,overall,2423
Kuala Lumpur,01/01/2005,male,overall,3212
Kuala Lumpur,01/01/2006,female,overall,2455
Kuala Lumpur,01/01/2006,male,overall,3336
Kuala Lumpur,01/01/2007,female,overall,2598
Kuala Lumpur,01/01/2007,male,overall,3417
Kuala Lumpur,01/01/2008,female,overall,2691
Kuala Lumpur,01/01/2008,male,overall,3473
Kuala Lumpur,01/01/2009,female,overall,2662
Kuala Lumpur,01/01/2009,male,overall,3808
Kuala Lumpur,01/01/2010,female,overall,2639
Kuala Lumpur,01/01/2010,male,overall,3826
Kuala Lumpur,01/01/2011,female,overall,2875
Kuala Lumpur,01/01/2011,male,overall,4052
Kuala Lumpur,01/01/2012,female,overall,2904
Kuala Lumpur,01/01/2012,male,overall,4092
Kuala Lumpur,01/01/2013,female,overall,3066
Kuala Lumpur,01/01/2013,male,overall,4117
Kuala Lumpur,01/01/2014,female,overall,3139
Kuala Lumpur,01/01/2014,male,overall,4508
Kuala Lumpur,01/01/2015,female,overall,3213
Kuala Lumpur,01/01/2015,male,overall,4395
Kuala Lumpur,01/01/2016,female,overall,3344
Kuala Lumpur,01/01/2016,male,overall,4733
Kuala Lumpur,01/01/2017,female,overall,3481
Kuala Lumpur,01/01/2017,male,overall,4724
Kuala Lumpur,01/01/2018,female,overall,3556
Kuala Lumpur,01/01/2018,male,overall,4929
Kuala Lumpur,01/01/2019,female,overall,3662
Kuala Lumpur,01/01/2019,male,overall,5183
Kuala Lumpur,01/01/2020,female,overall,3522
Kuala Lumpur,01/01/2020,male,overall,4812
Kuala Lumpur,01/01/2021,female,overall,5645
Kuala Lumpur,01/01/2021,male,overall,7689
Kuala Lumpur,01/01/2022,female,overall,4256
Kuala Lumpur,01/01/2022,male,overall,5706
Kuala Lumpur,01/01/2023,female,overall,4115
Kuala Lumpur,01/01/2023,male,overall,5531
Labuan,01/01/2000,female,overall,73
Labuan,01/01/2000,male,overall,94
Labuan,01/01/2001,female,overall,58
Labuan,01/01/2001,male,overall,101
Labuan,01/01/2002,female,overall,70
Labuan,01/01/2002,male,overall,130
Labuan,01/01/2003,female,overall,86
Labuan,01/01/2003,male,overall,134
Labuan,01/01/2004,female,overall,84
Labuan,01/01/2004,male,overall,128
Labuan,01/01/2005,female,overall,81
Labuan,01/01/2005,male,overall,128
Labuan,01/01/2006,female,overall,87
Labuan,01/01/2006,male,overall,121
Labuan,01/01/2007,female,overall,81
Labuan,01/01/2007,male,overall,123
Labuan,01/01/2008,female,overall,87
Labuan,01/01/2008,male,overall,156
Labuan,01/01/2009,female,overall,94
Labuan,01/01/2009,male,overall,153
Labuan,01/01/2010,female,overall,99
Labuan,01/01/2010,male,overall,144
Labuan,01/01/2011,female,overall,81
Labuan,01/01/2011,male,overall,137
Labuan,01/01/2012,female,overall,98
Labuan,01/01/2012,male,overall,144
Labuan,01/01/2013,female,overall,100
Labuan,01/01/2013,male,overall,145
Labuan,01/01/2014,female,overall,109
Labuan,01/01/2014,male,overall,165
Labuan,01/01/2015,female,overall,103
Labuan,01/01/2015,male,overall,143
Labuan,01/01/2016,female,overall,108
Labuan,01/01/2016,male,overall,169
Labuan,01/01/2017,female,overall,115
Labuan,01/01/2017,male,overall,132
Labuan,01/01/2018,female,overall,112
Labuan,01/01/2018,male,overall,175
Labuan,01/01/2019,female,overall,116
Labuan,01/01/2019,male,overall,182
Labuan,01/01/2020,female,overall,136
Labuan,01/01/2020,male,overall,183
Labuan,01/01/2021,female,overall,217
Labuan,01/01/2021,male,overall,300
Labuan,01/01/2022,female,overall,174
Labuan,01/01/2022,male,overall,218
Labuan,01/01/2023,female,overall,139
Labuan,01/01/2023,male,overall,194
Putrajaya,01/01/2010,female,overall,43
Putrajaya,01/01/2010,male,overall,52
Putrajaya,01/01/2011,female,overall,50
Putrajaya,01/01/2011,male,overall,63
Putrajaya,01/01/2012,female,overall,73
Putrajaya,01/01/2012,male,overall,69
Putrajaya,01/01/2013,female,overall,71
Putrajaya,01/01/2013,male,overall,93
Putrajaya,01/01/2014,female,overall,94
Putrajaya,01/01/2014,male,overall,100
Putrajaya,01/01/2015,female,overall,98
Putrajaya,01/01/2015,male,overall,95
Putrajaya,01/01/2016,female,overall,77
Putrajaya,01/01/2016,male,overall,86
Putrajaya,01/01/2017,female,overall,106
Putrajaya,01/01/2017,male,overall,123
Putrajaya,01/01/2018,female,overall,98
Putrajaya,01/01/2018,male,overall,120
Putrajaya,01/01/2019,female,overall,95
Putrajaya,01/01/2019,male,overall,114
Putrajaya,01/01/2020,female,overall,93
Putrajaya,01/01/2020,male,overall,118
Putrajaya,01/01/2021,female,overall,112
Putrajaya,01/01/2021,male,overall,154
Putrajaya,01/01/2022,female,overall,114
Putrajaya,01/01/2022,male,overall,139
Putrajaya,01/01/2023,female,overall,119
Putrajaya,01/01/2023,male,overall,165
Johor,01/01/2000,both,bumi_malay,6745
Johor,01/01/2001,both,bumi_malay,7295
Johor,01/01/2002,both,bumi_malay,7606
Johor,01/01/2003,both,bumi_malay,7640
Johor,01/01/2004,both,bumi_malay,7716
Johor,01/01/2005,both,bumi_malay,7969
Johor,01/01/2006,both,bumi_malay,8177
Johor,01/01/2007,both,bumi_malay,8539
Johor,01/01/2008,both,bumi_malay,8967
Johor,01/01/2009,both,bumi_malay,8961
Johor,01/01/2010,both,bumi_malay,8997
Johor,01/01/2011,both,bumi_malay,9149
Johor,01/01/2012,both,bumi_malay,9622
Johor,01/01/2013,both,bumi_malay,9858
Johor,01/01/2014,both,bumi_malay,9875
Johor,01/01/2015,both,bumi_malay,10474
Johor,01/01/2016,both,bumi_malay,11156
Johor,01/01/2017,both,bumi_malay,11547
Johor,01/01/2018,both,bumi_malay,11812
Johor,01/01/2019,both,bumi_malay,12162
Johor,01/01/2020,both,bumi_malay,11476
Johor,01/01/2021,both,bumi_malay,15290
Johor,01/01/2022,both,bumi_malay,14317
Johor,01/01/2023,both,bumi_malay,13563
Kedah,01/01/2000,both,bumi_malay,6672
Kedah,01/01/2001,both,bumi_malay,6881
Kedah,01/01/2002,both,bumi_malay,7346
Kedah,01/01/2003,both,bumi_malay,7783
Kedah,01/01/2004,both,bumi_malay,7534
Kedah,01/01/2005,both,bumi_malay,7729
Kedah,01/01/2006,both,bumi_malay,8091
Kedah,01/01/2007,both,bumi_malay,8257
Kedah,01/01/2008,both,bumi_malay,8307
Kedah,01/01/2009,both,bumi_malay,8912
Kedah,01/01/2010,both,bumi_malay,8850
Kedah,01/01/2011,both,bumi_malay,9039
Kedah,01/01/2012,both,bumi_malay,9377
Kedah,01/01/2013,both,bumi_malay,9573
Kedah,01/01/2014,both,bumi_malay,9977
Kedah,01/01/2015,both,bumi_malay,10521
Kedah,01/01/2016,both,bumi_malay,10631
Kedah,01/01/2017,both,bumi_malay,11161
Kedah,01/01/2018,both,bumi_malay,11292
Kedah,01/01/2019,both,bumi_malay,10974
Kedah,01/01/2020,both,bumi_malay,10540
Kedah,01/01/2021,both,bumi_malay,14314
Kedah,01/01/2022,both,bumi_malay,13747
Kedah,01/01/2023,both,bumi_malay,12859
Kelantan,01/01/2000,both,bumi_malay,7046
Kelantan,01/01/2001,both,bumi_malay,7216
Kelantan,01/01/2002,both,bumi_malay,7701
Kelantan,01/01/2003,both,bumi_malay,8008
Kelantan,01/01/2004,both,bumi_malay,7934
Kelantan,01/01/2005,both,bumi_malay,8185
Kelantan,01/01/2006,both,bumi_malay,8298
Kelantan,01/01/2007,both,bumi_malay,8550
Kelantan,01/01/2008,both,bumi_malay,9050
Kelantan,01/01/2009,both,bumi_malay,9435
